chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,mfcc,melspectrogram,zero_crossing_rate
0.38440812,1913.3172395578756,2438.1933080627623,3941.5239685331303,1.0976492,8.132589,0.03933725394227113
